"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","end_date","count_nu","x"
"423","USGS","08158920","Williamson Ck at Oak Hill, TX","ST","30.23521"," -97.86028","F","NAD83"," 798.68"," .1","NGVD29","12090205","dv","00060","00003","136211",NA,"wat",NA," 1645423","0","1978-01-10","2021-10-21","12336","08158920"
"424","USGS","08158927","Kincheon Br at William Cannon Blvd, Austin, TX","ST","30.21247"," -97.82886","S","NAD83"," 688.0","0.3","NAVD88","12090205","dv","00060","00003","136224",NA,"wat",NA," 1645423","0","2007-09-14","2021-10-21"," 5152","08158927"
"425","USGS","08158930","Williamson Ck at Manchaca Rd, Austin, TX","ST","30.22132"," -97.79362","F","NAD83"," 618.39"," .1","NGVD29","12090205","dv","00060","00003","136227",NA,"wat",NA," 1645423","0","1984-10-01","2021-10-21"," 8302","08158930"
"426","USGS","08158970","Williamson Ck at Jimmy Clay Rd, Austin, TX","ST","30.18938"," -97.73250","F","NAD83"," 497.18"," .1","NGVD29","12090205","dv","00060","00003","136233",NA,"wat",NA," 1645423","0","1975-09-11","2021-10-21"," 9211","08158970"
"427","USGS","08159000","Onion Ck at US Hwy 183, Austin, TX","ST","30.17799"," -97.68861","F","NAD83"," 442.85"," .1","NGVD29","12090205","dv","00060","00003","136239",NA,"wat",NA," 1645423","0","1924-06-01","2021-10-21","18748","08159000"
"428","USGS","08159110","Western Trib to Gilleland Ck nr Manor, TX","ST","30.38349"," -97.60206","5","NAD83","550.61",".19","NAVD88","12090301","dv","00060","00003","265316",NA,"wat",NA," 1645423","0","2019-02-22","2021-10-21","  973","08159110"
"429","USGS","08159500","Colorado Rv at Smithville, TX","ST","30.01272"," -97.16193","F","NAD83"," 270.14"," .1","NGVD29","12090301","dv","00060","00003","136265",NA,"wat",NA," 1645423","0","1930-07-24","2021-10-21","25293","08159500"
"430","USGS","08160400","Colorado Rv abv La Grange, TX","ST","29.91245"," -96.90387","F","NAD83"," 210.04"," .1","NGVD29","12090301","dv","00060","00003","136275",NA,"wat",NA," 1645423","0","1988-04-21","2021-10-20","12236","08160400"
"431","USGS","08160800","Redgate Ck nr Columbus, TX","ST","29.79912"," -96.53219","F","NAD83"," 200.82"," .1","NGVD29","12090301","dv","00060","00003","136283",NA,"wat",NA," 1645423","0","1962-05-01","2021-10-21","21715","08160800"
"432","USGS","08161000","Colorado Rv at Columbus, TX","ST","29.70635"," -96.53692","F","NAD83"," 145.52"," .1","NGVD29","12090301","dv","00060","00003","136284",NA,"wat",NA," 1645423","0","1916-05-22","2021-10-21","38502","08161000"
"433","USGS","08162000","Colorado Rv at Wharton, TX","ST","29.30914"," -96.10385","F","NAD83"," 52.42"," .1","NGVD29","12090302","dv","00060","00003","136291",NA,"wat",NA," 1645423","0","1938-10-01","2021-10-21","30337","08162000"
"434","USGS","08162500","Colorado Rv nr Bay City, TX","ST","28.97415"," -96.01246","F","NAD83"," 0","  1","NGVD29","12090302","dv","00060","00003","136295",NA,"wat",NA," 1645423","0","1948-05-01","2021-10-20","22165","08162500"
"435","USGS","08163500","Lavaca Rv at Hallettsville, TX","ST","29.44330"," -96.94498","F","NAD83"," 186.72"," .1","NGVD29","12100101","dv","00060","00003","136313",NA,"wat",NA," 1645423","0","1939-08-01","2021-10-21","21633","08163500"
"436","USGS","08164000","Lavaca Rv nr Edna, TX","ST","28.95998"," -96.68637","F","NAD83"," 14.10"," .1","NGVD29","12100101","dv","00060","00003","136315",NA,"wat",NA," 1645423","0","1938-08-13","2021-10-21","30386","08164000"
"437","USGS","08164300","Navidad Rv nr Hallettsville, TX","ST","29.46691"," -96.81276","F","NAD83"," 159.28"," .1","NGVD29","12100102","dv","00060","00003","136316",NA,"wat",NA," 1645423","0","1961-10-01","2021-10-21","21935","08164300"
"438","USGS","08164350","Navidad Rv nr Speaks, TX","ST","29.32191"," -96.70914","F","NAD83"," 120.00"," .1","NGVD29","12100102","dv","00060","00003","136324",NA,"wat",NA," 1645423","0","1981-10-01","2000-09-29"," 4381","08164350"
"439","USGS","08164370","Navidad Rv at Morales, TX","ST","29.13553"," -96.74442","F","NAD83"," 65.44","  1","NGVD29","12100102","dv","00060","00003","136329",NA,"wat",NA," 1645423","0","1996-10-01","2000-09-29"," 1460","08164370"
"440","USGS","08164390","Navidad Rv at Strane Pk nr Edna, TX","ST","29.06554"," -96.67414","F","NAD83"," 42.53","  1","NGVD29","12100102","dv","00060","00003","136332",NA,"wat",NA," 1645423","0","1996-10-01","2021-10-21"," 9151","08164390"
"441","USGS","08164450","Sandy Ck nr Ganado, TX","ST","29.16025"," -96.54636","F","NAD83"," 59.72"," .1","NGVD29","12100102","dv","00060","00003","136340",NA,"wat",NA," 1645423","0","1978-10-01","2021-10-21","15360","08164450"
"442","USGS","08164525","Lk Texana nr Edna, TX","LK","28.89193"," -96.57775","F","NAD83"," 0","  1","NGVD29","12100102","dv","62614","00003","136353",NA,"wat",NA," 1642503","0","1999-06-18","2021-10-21"," 8011","08164525"
"443","USGS","08164600","Garcitas Ck nr Inez, TX","ST","28.89138"," -96.81915","F","NAD83"," 29.16"," .1","NGVD29","12100402","dv","00060","00003","136358",NA,"wat",NA," 1645423","0","1970-06-15","2021-10-21","18755","08164600"
"444","USGS","08165300","N Fk Guadalupe Rv nr Hunt, TX","ST","30.06410"," -99.38699","F","NAD83"," 1800.10"," .1","NGVD29","12100201","dv","00060","00003","136364",NA,"wat",NA," 1645423","0","1967-08-01","2021-10-21","19806","08165300"
"445","USGS","08165500","Guadalupe Rv at Hunt, TX","ST","30.06993"," -99.32171","F","NAD83"," 1722.70"," .1","NGVD29","12100201","dv","00060","00003","295517",NA,"wat",NA," 1645423","0","1941-10-17","2021-10-22","23493","08165500"
"446","USGS","08166000","Johnson Ck nr Ingram, TX","ST","30.10021"," -99.28310","F","NAD83"," 1721.30"," .1","NGVD29","12100201","dv","00060","00003","136370",NA,"wat",NA," 1645423","0","1941-09-24","2021-10-21","26550","08166000"
"447","USGS","08166140","Guadalupe Rv abv Bear Ck at Kerrville, TX","ST","30.06965"," -99.19532","F","NAD83"," 1623.20"," .1","NGVD29","12100201","dv","00060","00003","136376",NA,"wat",NA," 1645423","0","1978-04-27","2021-10-21","11028","08166140"
"448","USGS","08167200","Guadalupe Rv at FM 474 nr Bergheim, TX","ST","29.89358"," -98.66983","5","NAD83"," 1146.75","0.1","NAVD88","12100201","dv","00060","00003","295519",NA,"wat",NA," 1645423","0","2019-10-01","2021-10-21","  752","08167200"
"449","USGS","08167500","Guadalupe Rv nr Spring Branch, TX","ST","29.86050"," -98.38363","F","NAD83"," 948.10"," .1","NGVD29","12100201","dv","00060","00003","136423",NA,"wat",NA," 1645423","0","1922-06-28","2021-10-21","36276","08167500"
"450","USGS","08167700","Canyon Lk nr New Braunfels, TX","LK","29.86883"," -98.19890","F","NAD83"," 0","  1","NGVD29","12100201","dv","62614","00003","136430",NA,"wat",NA," 1642503","0","1992-10-01","2021-10-21"," 8503","08167700"
"451","USGS","08167800","Guadalupe Rv at Sattler, TX","ST","29.85911"," -98.18001","F","NAD83"," 742.24"," .1","NGVD29","12100202","dv","00060","00003","136435",NA,"wat",NA," 1645423","0","1960-03-01","2021-10-21","22515","08167800"
"452","USGS","08167870","Bear Ck at FM 2722 nr Sattler, TX","ST","29.80850"," -98.23028","1","NAD83"," 890"," 10","NAVD88","12100202","dv","00065","00003","295520",NA,"wat",NA,"17164583","0","2016-06-17","2021-10-21"," 1946","08167870"
"453","USGS","08167900","Guadalupe Rv at Third Crossing nr Sattler, TX","ST","29.80369"," -98.16309","H","NAD83"," 702","  1","NAVD88","12100202","dv","00065","00003","136441",NA,"wat",NA,"17164583","0","2014-09-20","2021-10-21"," 2532","08167900"
"454","USGS","08168000","Hueco Spgs nr New Braunfels, TX","SP","29.75939"," -98.14001","F","NAD83"," 644.80",".01","NGVD29","12100202","dv","00060","00003","136443",NA,"wat",NA," 1645423","0","2002-11-26","2021-10-21"," 6905","08168000"
"455","USGS","08168500","Guadalupe Rv abv Comal Rv at New Braunfels, TX","ST","29.71495"," -98.11001","F","NAD83"," 586.65"," .1","NGVD29","12100202","dv","00060","00003","136446",NA,"wat",NA," 1645423","0","1927-12-19","2021-10-21","34276","08168500"
"456","USGS","08168797","Dry Comal Ck at Loop 337 nr New Braunfels, TX","ST","29.68800"," -98.15483","5","NAD83"," 609.69",".01","NGVD29","12100202","dv","00060","00003","136451",NA,"wat",NA," 1645423","0","2006-03-03","2021-10-21"," 5712","08168797"
"457","USGS","08168932","Comal Rv (nc) nr Landa Lk, New Braunfels, TX","ST","29.70896"," -98.13344","1","NAD83"," 623","  5","NAVD88","12100202","dv","00060","00003","136495",NA,"wat",NA," 1645423","0","2011-09-30","2014-07-07"," 1012","08168932"
"458","USGS","08169500","Guadalupe Rv at New Braunfels, TX","ST","29.69800"," -98.10667","F","NAD83"," 572.55"," .1","NGVD29","12100202","dv","00060","00003","136513",NA,"wat",NA," 1645423","0","1915-01-27","2011-08-25"," 5042","08169500"
"459","USGS","08169740","Guadalupe Rv at Hwy 123-BR at Seguin, TX","ST","29.55141"," -97.96938","1","NAD83"," 490"," 10","NAVD88","12100202","dv","00065","00003","165377",NA,"wat",NA,"17164583","0","2016-10-14","2021-10-21"," 1820","08169740"
"460","USGS","08169792","Guadalupe Rv at FM 1117 nr Seguin, TX","ST","29.53617"," -97.88094","1","NAD83"," 404.21",".01","NGVD29","12100202","dv","00060","00003","136519",NA,"wat",NA," 1645423","0","2005-03-14","2021-10-21"," 6065","08169792"
"461","USGS","08170800","Blanco Rv at Crabapple Rd nr Blanco, TX","ST","30.10258"," -98.51067","1","NAD83"," 1378","  1","NAVD88","12100203","dv","00010","00003","136543",NA,"wat",NA," 1645597","0","2005-09-28","2006-08-16","    2","08170800"
"462","USGS","08170890","Little Blanco Rv at FM 32 nr Fischer, TX","ST","30.02081"," -98.33056","1","NAD83"," 1149.41"," .1","NAVD88","12100203","dv","00065","00003","136552",NA,"wat",NA,"17164583","0","2016-10-20","2021-10-21"," 1799","08170890"
"463","USGS","08170950","Blanco Rv at Fischer Store Rd nr Fischer, TX","ST","30.00058"," -98.20036","1","NAD83"," 917","  1","NAVD88","12100203","dv","00060","00003","173843",NA,"wat",NA," 1645423","0","2016-08-30","2021-10-21"," 1879","08170950"
"464","USGS","08171000","Blanco Rv at Wimberley, TX","ST","29.99438"," -98.08890","F","NAD83"," 797.23"," .1","NGVD29","12100203","dv","00010","00003","136572",NA,"wat",NA," 1645597","0","1997-01-17","1998-09-16","  504","08171000"
"465","USGS","08171300","Blanco Rv nr Kyle, TX","ST","29.97938"," -97.91001","F","NAD83"," 620.12"," .1","NGVD29","12100203","dv","00060","00003","136591","LOC 1","wat",NA," 1645423","0","1956-05-29","2021-10-21","23887","08171300"
"466","USGS","08172400","Plum Ck at Lockhart, TX","ST","29.92300"," -97.67917","F","NAD83"," 431.19"," .1","NGVD29","12100203","dv","00060","00003","136603",NA,"wat",NA," 1645423","0","1959-04-30","2021-10-21","22821","08172400"
"467","USGS","08173000","Plum Ck nr Luling, TX","ST","29.69967"," -97.60361","F","NAD83"," 321.57"," .1","NGVD29","12100203","dv","00060","00003","136608",NA,"wat",NA," 1645423","0","1930-03-21","2021-10-21","30605","08173000"
"468","USGS","08174600","Peach Ck bl Dilworth, TX","ST","29.47413"," -97.31666","F","NAD83"," 213.53"," .1","NGVD29","12100202","dv","00060","00003","136617",NA,"wat",NA," 1645423","0","1959-08-01","2021-10-21","15082","08174600"
"469","USGS","08174700","Guadalupe Rv at Hwy 183 nr Hochheim, TX","ST","29.31447"," -97.30350","H","NAD83"," 183","  5","NAVD88","12100202","dv","00060","00003","136623",NA,"wat",NA," 1645423","0","2010-01-28","2011-04-14","  203","08174700"
"470","USGS","08175000","Sandies Ck nr Westhoff, TX","ST","29.21525"," -97.44944","F","NAD83"," 178.27"," .1","NGVD29","12100202","dv","00060","00003","136624",NA,"wat",NA," 1645423","0","1930-03-10","2021-10-21","24425","08175000"
"471","USGS","08176500","Guadalupe Rv at Victoria, TX","ST","28.79305"," -97.01304","F","NAD83"," 29.15"," 10","NGVD29","12100204","dv","00060","00003","136633",NA,"wat",NA," 1645423","0","1934-11-04","2021-10-21","31764","08176500"
"472","USGS","08176550","Fifteenmile Ck nr Weser, TX","ST","28.89776"," -97.35499","F","NAD83"," 158.40"," .1","NGVD29","12100204","dv","00060","00003","136635",NA,"wat",NA," 1645423","0","1984-10-01","1989-09-29"," 1825","08176550"
"473","USGS","08177300","Perdido Ck at FM 622 nr Fannin, TX","ST","28.75166"," -97.31721","F","NAD83"," 134.66"," .1","NGVD29","12100204","dv","00060","00003","136641",NA,"wat",NA," 1645423","0","1978-06-28","2021-10-21","12076","08177300"
"474","USGS","08177400","Coleto Ck Res nr Victoria, TX","LK","28.73110"," -97.16499","F","NAD83"," 80.00"," .1","NGVD29","12100204","dv","62614","00003","136646",NA,"wat",NA," 1642503","0","1999-10-01","2021-10-21"," 7961","08177400"
"475","USGS","08177520","Guadalupe Rv nr Bloomington, TX","ST","28.66194"," -96.96528","S","NAD83"," 0.00"," 10","NGVD29","12100204","dv","00060","00003","173871",NA,"wat",NA," 1645423","0","2011-10-01","2021-10-15"," 3398","08177520"
"476","USGS","08177700","Olmos Ck at Dresden Dr, San Antonio, TX","ST","29.49912"," -98.51030","F","NAD83"," 726.10"," .1","NGVD29","12100301","dv","00060","00003","136657",NA,"wat",NA," 1645423","0","1968-06-07","2021-10-21","12236","08177700"
"477","USGS","08178000","San Antonio Rv at San Antonio, TX","ST","29.40968"," -98.49502","F","NAD83"," 605.26"," .1","NGVD29","12100301","dv","00060","00003","136675",NA,"wat",NA," 1645423","0","1915-02-01","2021-10-21","30455","08178000"
"478","USGS","08178050","San Antonio Rv at Mitchell St, San Antonio, TX","ST","29.39301"," -98.49474","F","NAD83"," 585.07"," .1","NGVD29","12100301","dv","00060","00003","136680",NA,"wat",NA," 1645423","0","1992-10-01","2021-10-21","10114","08178050"
"479","USGS","08178500","San Pedro Ck at Furnish St, San Antonio, TX","ST","29.40634"," -98.51085","F","NAD83"," 619"," 20","NAVD88","12100301","dv","00060","00003","136685",NA,"wat",NA," 1645423","0","1916-08-01","2021-10-21"," 7015","08178500"
"480","USGS","08178565","San Antonio Rv at Loop 410, San Antonio, TX","ST","29.32218"," -98.45029","F","NAD83"," 488.11"," .1","NGVD29","12100301","dv","00060","00003","136697",NA,"wat",NA," 1645423","0","1986-10-01","2021-10-21","12518","08178565"
"481","USGS","08178585","Salado Ck at Wilderness Rd, San Antonio, TX","ST","29.63078"," -98.56558","F","NAD83","1021.32",".02","NAVD88","12100301","dv","00060","00003","136704",NA,"wat",NA," 1645423","0","1997-12-01","2012-09-30"," 4174","08178585"
"482","USGS","08178593","Salado Ck at Blanco Rd, San Antonio, TX","ST","29.56386"," -98.51967","1","NAD83"," 831","  1","NAVD88","12100301","dv","00060","00003","173884",NA,"wat",NA," 1645423","0","2009-10-01","2021-10-21"," 4403","08178593"
"483","USGS","08178638","W Elm Ck at Encino Rio at San Antonio, TX","ST","29.62939"," -98.44882","H","NAD83","940.92",".01","NAVD88","12100301","dv","00065","00003","284143",NA,"wat",NA,"17164583","0","2017-10-13","2021-10-21"," 1470","08178638"
"484","USGS","08178800","Salado Ck at Loop 13, San Antonio, TX","ST","29.35718"," -98.41279","F","NAD83"," 526.95"," .1","NGVD29","12100301","dv","00010","00003","136713",NA,"wat",NA," 1645597","0","1987-07-09","1999-09-29"," 4248","08178800"
"485","USGS","08178861","N Prong Medina Rv at Brewington Ck nr Medina, TX","ST","29.87533"," -99.34883","5","NAD83","1617.02",".07","NAVD88","12100302","dv","00065","00003","242445",NA,"wat",NA,"17164583","0","2017-10-12","2021-10-21"," 1471","08178861"
"486","USGS","08178871","W Prong Medina Rv at Carpenter Ck Rd nr Medina, TX","ST","29.78014"," -99.37928","S","NAD83","1641.24",".04","NAVD88","12100302","dv","00065","00003","242420",NA,"wat",NA,"17164583","0","2017-08-03","2021-10-21"," 1541","08178871"
"487","USGS","08178980","Medina Rv abv English Crsg nr Pipe Creek, TX","ST","29.69439"," -98.97931","5","NAD83","1081.70",".05","NAVD88","12100302","dv","00060","00003","245275",NA,"wat",NA," 1645423","0","2017-05-11","2021-10-21"," 1625","08178980"
"488","USGS","08179110","Red Bluff Ck at FM 1283 nr Pipe Creek, TX","ST","29.67328"," -98.96031","S","NAD83"," 1090"," 10","NGVD29","12100302","dv","00060","00003","136739",NA,"wat",NA," 1645423","0","2017-12-05","2021-10-21"," 1417","08179110"
"489","USGS","08179500","Medina Lk nr San Antonio, TX","LK","29.54023"," -98.93392","F","NAD83"," 7.81"," .1","NGVD29","12100302","dv","00054","00003","136747",NA,"wat",NA," 1648328","0","1997-08-09","2021-10-21"," 8139","08179500"
"490","USGS","08180700","Medina Rv nr Macdona, TX","ST","29.33496"," -98.68974","F","NAD83"," 589.86"," .1","NGVD29","12100302","dv","00010","00003","136794",NA,"wat",NA," 1645597","0","2001-11-02","2014-01-01"," 4379","08180700"
"491","USGS","08180990","Leon Ck at IH 10 and Loop 1604 nr San Antonio, TX","ST","29.59306"," -98.59917","S","NAD83","978.70",".03","NAVD88","12100302","dv","00065","00003","246154",NA,"wat",NA,"17164583","0","2017-12-14","2021-10-21"," 1408","08180990"
"492","USGS","08181400","Helotes Ck at Helotes, TX","ST","29.57856"," -98.69169","F","NAD83"," 1014.82"," .1","NGVD29","12100302","dv","00060","00003","136852",NA,"wat",NA," 1645423","0","1968-06-01","2021-10-21","19137","08181400"
"493","USGS","08181435","Leon Ck at Lp 410 at San Antonio, TX","ST","29.44787"," -98.63371","H","NAD83","717.81",".01","NAVD88","12100302","dv","00060","00003","178583",NA,"wat",NA," 1645423","0","2011-07-07","2016-01-20"," 1659","08181435"
"494","USGS","08181480","Leon Ck at IH 35, San Antonio, TX","ST","29.32996"," -98.58419","F","NAD83"," 573.49"," .1","NGVD29","12100302","dv","00060","00003","136864",NA,"wat",NA," 1645423","0","1984-09-13","2021-10-21","13549","08181480"
"495","USGS","08181500","Medina Rv at San Antonio, TX","ST","29.26413"," -98.49085","F","NAD83"," 439.03"," .1","NGVD29","12100302","dv","00010","00003","136888",NA,"wat",NA," 1645597","0","1987-10-01","2021-10-21","10654","08181500"
"496","USGS","08183200","San Antonio Rv nr Floresville, TX","ST","29.11000"," -98.17444","S","NAD83"," 374.68",".01","NAVD88","12100303","dv","00060","00003","136931",NA,"wat",NA," 1645423","0","2006-01-04","2021-10-21"," 5770","08183200"
"497","USGS","08183500","San Antonio Rv nr Falls City, TX","ST","28.95164"," -98.06417","F","NAD83"," 285.49"," .1","NGVD29","12100303","dv","00060","00003","136935",NA,"wat",NA," 1645423","0","1925-05-01","2021-10-21","35238","08183500"
"498","USGS","08183900","Cibolo Ck nr Boerne, TX","ST","29.77499"," -98.70947","H","NAD83"," 1339.61"," .1","NGVD29","12100304","dv","00060","00003","136959",NA,"wat",NA," 1645423","0","1962-03-01","2021-10-21","16112","08183900"
"499","USGS","08184050","Cibolo Ck at Smithson Valley Rd nr Bulverde, TX","ST","29.74827"," -98.40768","S","NAD83"," 1005","  5","NGVD29","12100304","dv","00060","00003","136969",NA,"wat",NA," 1645423","0","2010-12-07","2021-10-21"," 3961","08184050"
"500","USGS","08185000","Cibolo Ck at Selma, TX","ST","29.59412"," -98.31112","F","NAD83"," 728.34"," .1","NGVD29","12100304","dv","00060","00003","136976",NA,"wat",NA," 1645423","0","1946-04-01","2021-10-21","27519","08185000"
"501","USGS","08185065","Cibolo Ck nr Saint Hedwig, TX","ST","29.50144"," -98.18625","S","NAD83"," 581.59",".01","NGVD29","12100304","dv","00060","00003","136982",NA,"wat",NA," 1645423","0","2005-12-08","2021-10-21"," 5797","08185065"
"502","USGS","08185500","Cibolo Ck at Sutherland Springs, TX","ST","29.27972"," -98.05333","S","NAD83"," 420.13"," .1","NAVD88","12100304","dv","00060","00003","136994",NA,"wat",NA," 1645423","0","1924-07-01","2021-10-21"," 7549","08185500"
"503","USGS","08186000","Cibolo Ck nr Falls City, TX","ST","29.01414"," -97.93028","F","NAD83"," 264.28"," .1","NGVD29","12100304","dv","00060","00003","136998",NA,"wat",NA," 1645423","0","1930-10-01","2021-10-21","33259","08186000"
"504","USGS","08186500","Ecleto Ck nr Runge, TX","ST","28.92025"," -97.77222","F","NAD83"," 215.03"," .1","NGVD29","12100303","dv","00060","00003","137000",NA,"wat",NA," 1645423","0","1962-04-01","2021-10-21","17005","08186500"
"505","USGS","08188060","San Antonio Rv at SH 72 nr Runge, TX","ST","28.84869"," -97.73714","R","NAD83"," 188","4.3","NAVD88","12100303","dv","00010","00003","137016",NA,"wat",NA," 1645597","0","2011-07-27","2021-10-21"," 3505","08188060"
"506","USGS","08188500","San Antonio Rv at Goliad, TX","ST","28.64929"," -97.38486","H","NAD83"," 91.08"," .1","NGVD29","12100303","dv","00060","00003","137030",NA,"wat",NA," 1645423","0","1924-07-01","2021-10-21","31890","08188500"
"507","USGS","08188570","San Antonio Rv nr McFaddin, TX","ST","28.53125"," -97.04269","S","NAD83"," 6.52",".01","NGVD29","12100303","dv","00060","00003","137036",NA,"wat",NA," 1645423","0","2005-11-24","2021-10-21"," 5810","08188570"
"508","USGS","08188590","North end of GBRA Calhoun Canal nr Long Mott,TX","ST-CA","28.50549"," -96.78143","H","NAD83"," 35","  1","NAVD88","12100403","dv","00060","00003","137040","Left Vel Meter","wat",NA," 1645423","0","2016-05-06","2021-10-21"," 1990","08188590"
"509","USGS","08189300","Medio Ck nr Beeville, TX","ST","28.48305"," -97.65666","F","NAD83"," 163.00"," .1","NGVD29","12100406","dv","00060","00003","137073",NA,"wat",NA," 1645423","0","1962-03-01","2021-10-21","13036","08189300"
"510","USGS","08189500","Mission Rv at Refugio, TX","ST","28.29195"," -97.27916","S","NAD83"," 1.00"," .1","NGVD29","12100406","dv","00060","00003","295554",NA,"wat",NA," 1645423","0","1939-07-01","2021-10-20","30061","08189500"
"511","USGS","08189700","Aransas Rv nr Skidmore, TX","ST","28.28250"," -97.62083","F","NAD83"," 72.37"," .1","NGVD29","12100407","dv","00060","00003","137080",NA,"wat",NA," 1645423","0","1964-03-27","2021-10-21","21028","08189700"
"512","USGS","08190000","Nueces Rv at Laguna, TX","ST","29.42857"," -99.99729","F","NAD83","1119.69",".09","NAVD88","12110101","dv","00060","00003","137097",NA,"wat",NA," 1645423","0","1923-10-01","2021-10-21","35816","08190000"
"513","USGS","08194000","Nueces Rv at Cotulla, TX","ST","28.42638"," -99.24003","F","NAD83"," 368.08"," .1","NGVD29","12110105","dv","00060","00003","137115",NA,"wat",NA," 1645423","0","1926-10-01","2021-10-21","34720","08194000"
"514","USGS","08194200","San Casimiro Ck nr Freer, TX","ST","27.96501"," -98.96697","F","NAD83"," 298.00"," .1","NGVD29","12110105","dv","00060","00003","137117",NA,"wat",NA," 1645423","0","1962-01-01","2021-10-21","21843","08194200"
"515","USGS","08194840","Frio Rv at Leakey, TX","ST","29.72298"," -99.75345","5","NAD83"," 1571"," 20","NAVD88","12110106","dv","00065","00003","285177",NA,"wat",NA,"17164583","0","2018-04-05","2021-10-21"," 1287","08194840"
"516","USGS","08195000","Frio Rv at Concan, TX","ST","29.48856"," -99.70478","F","NAD83"," 1203.71"," .1","NGVD29","12110106","dv","00010","00003","137136",NA,"wat",NA," 1645597","0","1996-11-15","1998-08-22","  623","08195000"
"517","USGS","08196300","Dry Frio Rv at FM 2690 nr Knippa, TX","ST","29.37361"," -99.70417","R","NAD83"," 1054.47",".01","NAVD88","12110106","dv","00060","00003","173932",NA,"wat",NA," 1645423","0","2009-03-30","2021-10-21"," 4575","08196300"
"518","USGS","08197936","Sabinal Rv bl Mill Ck nr Vanderpool, TX","ST","29.71900"," -99.54870","5","NAD83"," 1537"," 20","NAVD88","12110106","dv","00065","00003","137164",NA,"wat",NA,"17164583","0","2013-09-27","2021-10-21"," 2918","08197936"
"519","USGS","08197970","Sabinal Rv at Utopia, TX","ST","29.61227"," -99.52948","5","NAD83"," 1336","1.6","NAVD88","12110106","dv","00065","00003","285178",NA,"wat",NA,"17164583","0","2020-03-28","2021-10-21","  566","08197970"
"520","USGS","08198000","Sabinal Rv nr Sabinal, TX","ST","29.49106"," -99.49282","F","NAD83"," 1131.20"," .1","NGVD29","12110106","dv","00060","00003","137166",NA,"wat",NA," 1645423","0","1942-10-01","2021-10-21","28874","08198000"
"521","USGS","08200000","Hondo Ck nr Tarpley, TX","ST","29.57003"," -99.24769","H","NAD83"," 1169.10"," .1","NGVD29","12110107","dv","00060","00003","137173",NA,"wat",NA," 1645423","0","1952-08-20","2021-10-21","25265","08200000"
"522","USGS","08200720","Hondo Ck at SH 173 nr Hondo, TX","ST","29.37611"," -99.11667","S","NAD83"," 857"," .1","NAVD88","12110107","dv","00060","00003","137186",NA,"wat",NA," 1645423","0","2006-07-06","2021-10-21"," 5585","08200720"
"523","USGS","08201500","Seco Ck at Miller Rh nr Utopia, TX","ST","29.57328"," -99.40310","F","NAD83"," 1265.80"," .1","NGVD29","12110107","dv","00060","00003","137200",NA,"wat",NA," 1645423","0","1961-05-01","2021-10-21","22088","08201500"
"524","USGS","08202700","Seco Ck at Rowe Rh nr D'Hanis, TX","ST","29.37079"," -99.28782","F","NAD83"," 900.88"," .1","NGVD29","12110107","dv","00060","00003","137204",NA,"wat",NA," 1645423","0","1960-11-01","2021-10-21","22270","08202700"
"525","USGS","08203450","Leona Rv at CR 429A nr Uvalde, TX","ST","29.34528"," -99.74889","R","NAD83"," 1040.74",".01","NAVD88","12110106","dv","00065","00003","137211",NA,"wat",NA,"17164583","0","2008-10-01","2021-10-21"," 4762","08203450"
"526","USGS","08204005","Leona Rv nr Uvalde, TX","ST","29.15441"," -99.74339","F","NAD83"," 838.39"," .1","NAVD88","12110106","dv","00060","00003","137214",NA,"wat",NA," 1645423","0","2003-03-01","2021-10-21"," 6809","08204005"
"527","USGS","08206600","Frio Rv at Tilden, TX","ST","28.46749"," -98.54752","F","NAD83"," 216.04"," .1","NGVD29","12110108","dv","00060","00003","137227",NA,"wat",NA," 1645423","0","1978-07-14","2021-10-21","15806","08206600"
"528","USGS","08206700","San Miguel Ck nr Tilden, TX","ST","28.58749"," -98.54585","F","NAD83"," 242.95"," .1","NGVD29","12110109","dv","00060","00003","137229",NA,"wat",NA," 1645423","0","1964-01-25","2021-10-21","11891","08206700"
"529","USGS","08206900","Choke Canyon Res nr Three Rivers, TX","LK","28.48388"," -98.24584","F","NAD83"," 0","  1","NGVD29","12110108","dv","00054","00003","137237",NA,"wat",NA," 1648328","0","1999-10-01","2021-10-21"," 8056","08206900"
"530","USGS","08206910","Choke Canyon Res OWC nr Three Rivers, TX","ST","28.48610"," -98.24168","F","NAD83"," 124.06"," .1","NGVD29","12110108","dv","00060","00003","137241",NA,"wat",NA," 1645423","0","1991-11-19","2021-10-21","10561","08206910"
"531","USGS","08207500","Atascosa Rv nr McCoy, TX","ST","28.86498"," -98.33835","F","NAD83"," 272.4"," .1","NGVD29","12110110","dv","00060","00003","137260",NA,"wat",NA," 1645423","0","1951-07-25","2021-10-21"," 9094","08207500"
"532","USGS","08208000","Atascosa Rv at Whitsett, TX","ST","28.62221"," -98.28140","F","NAD83"," 159.04"," .1","NGVD29","12110111","dv","00060","00003","137264",NA,"wat",NA," 1645423","0","1932-05-22","2021-10-21","32386","08208000"
